bandwidth,latency,packet_loss,uptime,label
132.67,19.1,0.81,98.69,normal
26.24,113.99,3.08,97.73,gangguan
36.67,43.45,0.57,99.2,normal
22.33,182.39,1.57,98.99,gangguan
38.86,17.45,0.53,99.42,normal
126.18,13.06,0.79,98.73,normal
13.74,308.93,14.37,92.6,gangguan
38.45,132.74,4.35,98.79,gangguan
29.01,202.3,6.21,95.27,gangguan
112.46,18.01,0.99,99.47,normal
16.7,185.57,6.39,92.99,gangguan
133.42,53.06,0.09,99.82,normal
39.39,6.49,1.26,99.43,normal
87.63,10.4,0.39,99.31,normal
144.78,37.87,0.25,99.23,normal
27.17,205.05,3.11,98.62,gangguan
86.8,39.45,1.04,98.82,normal
7.43,271.63,6.72,92.39,gangguan
9.27,185.49,8.55,95.85,gangguan
5.34,114.15,1.54,98.27,gangguan
102.35,15.87,0.59,99.3,normal
121.76,57.48,0.0,99.54,normal
92.51,55.84,0.28,98.73,normal
63.53,22.25,1.0,99.46,normal
141.91,34.92,1.02,99.58,normal
65.42,24.0,1.03,99.09,normal
7.25,189.5,11.43,96.79,gangguan
83.25,4.63,0.84,98.82,normal
49.38,28.8,1.13,99.93,normal
134.12,9.13,0.88,99.0,normal
139.74,36.72,0.69,99.72,normal
34.76,44.8,0.28,99.23,normal
92.1,44.55,0.43,98.98,normal
14.95,316.47,6.81,95.18,gangguan
59.6,18.87,0.09,98.66,normal
63.6,6.72,0.19,98.62,normal
24.18,92.53,1.43,97.11,gangguan
39.58,196.2,1.35,98.39,gangguan
7.8,199.28,1.09,97.46,gangguan
2.93,191.6,6.64,93.59,gangguan
138.24,39.16,0.98,98.58,normal
102.62,139.63,1.87,97.53,gangguan
114.02,16.22,0.31,99.76,normal
103.72,55.4,0.99,99.44,normal
33.8,20.32,1.2,99.77,normal
95.47,16.76,0.25,99.25,normal
70.1,46.95,0.25,98.87,normal
65.65,8.96,0.63,99.17,normal
144.5,2.79,0.33,99.49,normal
107.57,8.48,0.41,98.7,normal
32.2,204.96,1.42,98.99,gangguan
68.29,55.61,0.32,99.95,normal
6.23,289.89,6.43,91.92,gangguan
31.86,46.57,0.46,99.76,normal
93.7,14.58,0.55,98.54,normal
8.59,269.41,9.22,95.78,gangguan
24.59,219.46,2.75,98.35,gangguan
18.82,171.72,12.44,97.32,gangguan
119.09,21.82,1.17,99.16,normal
40.86,30.38,0.86,99.49,normal
129.58,46.36,0.25,98.81,normal
70.25,33.8,0.14,99.84,normal
32.93,26.98,0.47,99.66,normal
42.18,10.57,0.31,99.22,normal
62.34,17.07,0.66,99.91,normal
99.13,6.46,0.09,98.92,normal
32.43,23.18,0.22,99.1,normal
125.93,17.16,0.57,99.22,normal
146.17,45.7,0.51,98.51,normal
19.53,202.86,6.61,94.7,gangguan
57.48,15.89,0.69,99.58,normal
83.11,40.0,0.25,99.53,normal
108.69,259.76,0.59,98.88,gangguan
7.02,126.46,2.82,97.13,gangguan
35.14,161.4,4.42,98.04,gangguan
59.5,33.59,0.3,98.9,normal
81.48,12.94,0.38,99.09,normal
34.07,5.18,0.12,99.92,normal
95.66,51.56,1.04,99.87,normal
48.37,61.16,1.04,99.65,normal
79.82,39.28,0,99.04,normal
69.14,121.53,0.96,96.01,gangguan
87.51,62.41,1.07,98.87,normal
146.2,27.08,0.09,99.33,normal
72.77,20.85,0,98.91,normal
60.83,21.09,0.76,99.64,normal
24.95,127.94,3.0,97.89,gangguan
112.14,13.54,0.43,99.59,normal
8.79,200.71,1.79,98.02,gangguan
131.52,12.0,1.09,99.83,normal
119.3,41.13,0.97,98.93,normal
52.02,22.73,0.97,99.07,normal
44.22,5.98,0.21,98.57,normal
122.91,14.63,0.15,99.18,normal
96.33,35.94,0.49,99.02,normal
73.43,29.03,0.62,99.82,normal
15.87,240.05,14.93,94.76,gangguan
54.89,19.33,0.33,99.51,normal
32.21,110.34,3.55,98.72,gangguan
10.67,102.22,2.32,98.93,gangguan
72.52,12.65,0.28,99.48,normal
139.08,11.57,0.64,98.98,normal
97.24,48.28,0.48,99.74,normal
34.96,191.81,2.28,98.16,gangguan
39.66,167.73,1.47,98.41,gangguan
53.73,43.51,0.4,98.83,normal
80.58,16.39,0.11,98.93,normal
55.73,24.33,0.67,99.84,normal
48.35,43.93,0.23,98.7,normal
31.34,7.8,0.7,99.98,normal
9.45,146.47,3.07,98.8,gangguan
25.81,213.62,5.59,92.49,gangguan
30.54,31.68,0.8,99.47,normal
94.59,57.38,0.46,98.64,normal
70.7,29.2,0.33,99.84,normal
127.26,47.53,0.4,98.64,normal
116.45,14.45,0.52,99.13,normal
9.75,309.9,9.89,94.0,gangguan
114.23,24.92,0.55,98.91,normal
35.37,35.05,0.49,99.44,normal
8.83,105.95,4.14,98.96,gangguan
53.66,29.69,0.53,99.18,normal
117.73,32.63,0.17,99.34,normal
104.36,25.14,0.06,99.01,normal
135.86,28.01,0.19,99.2,normal
139.0,46.22,1.07,99.73,normal
11.39,213.09,1.69,97.83,gangguan
126.37,3.63,0.33,99.3,normal
100.89,28.01,0.46,99.92,normal
76.12,10.15,0.52,99.73,normal
101.27,55.66,0.15,98.74,normal
71.2,35.57,0.11,99.13,normal
13.54,223.55,11.85,93.99,gangguan
86.41,38.21,0.68,99.95,normal
141.01,20.24,0.78,99.91,normal
10.33,118.06,2.83,98.28,gangguan
134.95,46.33,0,99.74,normal
132.43,36.4,0.58,99.26,normal
128.94,37.54,0.56,98.86,normal
85.67,280.65,1.4,96.55,gangguan
136.78,44.55,0.95,99.21,normal
105.52,57.93,0.29,99.49,normal
78.92,42.87,0.38,99.55,normal
31.87,58.28,0.1,98.92,normal
4.67,313.68,12.17,93.8,gangguan
29.7,231.15,1.85,98.25,gangguan
37.14,20.34,0.45,98.7,normal
53.23,21.23,0.42,98.68,normal
123.24,24.2,0.25,99.58,normal
24.24,241.53,5.49,92.42,gangguan
46.01,5.14,1.19,99.32,normal
102.84,8.81,0.59,99.09,normal
142.01,53.75,0.9,99.04,normal
49.18,7.83,1.03,99.74,normal
13.41,223.12,5.86,95.12,gangguan
107.3,29.01,1.04,99.66,normal
55.76,27.08,0.94,99.54,normal
139.67,50.06,0.1,98.98,normal
26.35,264.26,14.87,97.42,gangguan
112.72,8.25,0.22,99.65,normal
145.63,10.25,0.01,99.6,normal
17.95,121.38,2.94,98.8,gangguan
29.66,168.43,13.67,93.36,gangguan
47.48,38.61,0.72,98.53,normal
93.8,245.22,0.71,98.43,gangguan
9.11,211.85,14.83,94.64,gangguan
30.66,21.96,0.18,99.16,normal
47.33,38.06,1.16,98.6,normal
84.59,240.43,2.58,97.55,gangguan
56.2,27.32,0.94,99.53,normal
45.77,20.96,0.88,99.42,normal
125.17,46.5,0.12,99.73,normal
64.89,38.06,0.48,98.88,normal
106.24,15.4,0,98.58,normal
106.25,36.58,0.81,98.5,normal
117.3,27.45,0,99.35,normal
46.27,41.5,0.31,99.35,normal
28.19,180.96,5.02,92.95,gangguan
127.98,19.84,1.14,99.54,normal
23.78,195.49,7.01,92.09,gangguan
124.55,20.41,1.24,98.56,normal
31.28,29.05,0.13,98.64,normal
24.15,167.14,7.18,90.46,gangguan
95.79,23.29,0.29,98.61,normal
10.58,180.2,8.32,95.22,gangguan
75.99,19.98,1.16,99.13,normal
116.48,9.27,0.08,99.01,normal
106.9,11.22,0.85,99.3,normal
140.06,7.77,0.97,99.87,normal
71.91,48.96,0.59,99.79,normal
100.02,11.87,0.41,98.58,normal
38.23,220.14,3.52,98.42,gangguan
106.38,60.29,0.98,98.58,normal
47.79,14.76,1.21,98.78,normal
121.91,45.44,1.11,99.07,normal
36.35,239.16,2.12,97.55,gangguan
30.55,50.06,0.19,98.89,normal
2.59,166.56,5.73,96.47,gangguan
21.68,254.69,12.69,90.99,gangguan
107.89,51.07,0.98,99.6,normal
67.5,21.71,0.26,98.66,normal
114.15,31.46,0.33,98.73,normal
116.47,33.78,0.55,99.68,normal
141.7,44.44,0.28,99.63,normal
42.17,17.81,0.15,98.79,normal
72.21,9.76,0,98.75,normal
35.7,18.89,0.22,99.65,normal
53.38,56.13,0.44,98.9,normal
33.84,27.29,0.39,99.66,normal
99.92,26.61,0.67,98.86,normal
106.62,18.91,0.42,99.5,normal
140.1,57.7,0.43,98.63,normal
44.65,120.79,2.74,96.07,gangguan
89.93,46.16,0,99.31,normal
104.61,37.83,0.77,98.52,normal
66.89,21.64,1.08,99.95,normal
33.05,56.87,0.91,99.38,normal
76.83,10.59,0.18,99.77,normal
131.57,37.8,0.35,98.81,normal
142.31,44.3,0.05,98.69,normal
50.6,55.76,0.67,99.04,normal
108.43,56.83,1.23,98.51,normal
38.97,5.9,0.53,99.01,normal
30.66,196.31,3.02,98.49,gangguan
65.41,43.67,0.93,99.86,normal
80.04,54.67,0.78,99.68,normal
93.02,43.75,0,98.58,normal
42.38,49.66,1.0,99.96,normal
103.74,6.27,0.47,98.82,normal
114.25,8.07,0.14,99.44,normal
21.48,197.05,16.78,96.71,gangguan
136.08,53.65,0.46,98.99,normal
84.55,46.67,0.32,98.63,normal
35.42,35.54,0.41,99.83,normal
61.54,56.14,0.14,99.75,normal
6.19,191.24,10.1,91.47,gangguan
41.44,32.73,0.51,98.54,normal
32.35,46.6,0.53,100.0,normal
145.72,24.36,0.5,99.93,normal
40.61,207.69,2.0,96.13,gangguan
17.62,190.65,2.26,98.95,gangguan
31.7,173.02,2.85,98.98,gangguan
107.43,36.61,0.56,99.67,normal
46.15,31.13,0.29,98.81,normal
35.8,81.04,3.42,97.17,gangguan
53.08,8.35,1.06,99.94,normal
107.16,129.42,3.99,96.17,gangguan
62.15,29.42,0.16,98.84,normal
141.33,52.4,0.61,98.64,normal
137.97,29.31,0.13,98.52,normal
22.24,190.72,13.28,95.99,gangguan
64.62,37.37,0.65,98.77,normal
100.11,181.79,1.13,99.26,gangguan
30.14,42.77,0.32,99.89,normal
148.05,13.24,0.2,99.05,normal
84.98,14.1,0.65,98.9,normal
79.74,16.59,0.43,98.84,normal
140.37,46.17,0.96,99.81,normal
93.63,49.66,0.13,98.54,normal
79.02,8.64,1.02,99.12,normal
31.97,163.68,3.6,97.02,gangguan
81.47,17.92,0.53,98.72,normal
79.09,36.67,0.77,99.34,normal
10.59,186.01,12.88,97.37,gangguan
112.53,45.83,0.06,99.04,normal
116.98,56.18,0.43,98.63,normal
22.21,213.92,4.99,94.93,gangguan
88.18,29.24,0.47,99.81,normal
145.21,42.26,0.09,99.4,normal
1.82,306.1,12.6,92.16,gangguan
73.78,44.17,0.69,99.77,normal
23.46,159.97,1.36,97.98,gangguan
109.8,19.22,0.14,98.9,normal
15.68,324.36,21.13,94.6,gangguan
107.34,37.46,1.1,98.57,normal
93.66,51.15,0.51,99.86,normal
124.7,7.66,0.08,99.25,normal
127.47,53.74,0.52,99.54,normal
27.19,191.88,1.15,98.57,gangguan
142.71,49.98,0.16,99.3,normal
84.61,30.9,0.96,99.26,normal
142.34,10.16,0.82,99.76,normal
115.77,3.74,0.39,99.12,normal
19.28,199.61,12.04,93.92,gangguan
107.95,47.84,0.47,98.7,normal
134.87,42.95,1.18,99.71,normal
110.19,32.51,0.9,99.29,normal
128.31,19.81,1.06,98.98,normal
14.99,80.3,3.87,97.6,gangguan
87.29,22.8,0.89,99.86,normal
140.93,7.94,0.93,99.31,normal
97.91,51.24,0.45,99.87,normal
51.38,38.87,0,99.5,normal
67.93,30.09,0.41,98.63,normal
85.46,20.93,0.96,99.24,normal
41.79,41.88,0.81,98.94,normal
146.63,5.61,0.83,98.75,normal
136.54,9.29,0.72,99.74,normal
89.14,58.27,0.16,99.56,normal
131.49,45.6,0.31,98.9,normal
128.56,16.79,0.08,99.51,normal
138.74,43.77,0.72,98.85,normal
149.13,50.68,0.57,99.09,normal
38.11,42.84,0.81,99.15,normal
132.1,7.87,0.05,98.93,normal
63.51,15.4,0,99.4,normal
94.64,21.59,1.01,98.55,normal
107.73,10.57,0.25,99.15,normal
76.59,34.16,0.71,98.79,normal
116.34,59.43,0.22,98.73,normal
85.73,27.72,0.63,98.53,normal
102.01,45.35,1.16,99.07,normal
37.53,11.88,0.06,99.11,normal
95.11,18.97,0.25,98.73,normal
11.04,300.97,7.45,96.41,gangguan
109.35,37.07,0.43,99.08,normal
78.54,58.42,0.48,99.22,normal
23.16,152.53,2.85,97.16,gangguan
133.9,22.87,0.74,98.82,normal
79.95,10.41,0.36,99.2,normal
35.58,34.2,0.81,98.77,normal
135.22,8.13,0.81,99.78,normal
67.24,36.6,0.7,99.04,normal
11.79,108.58,2.27,97.43,gangguan
35.24,290.31,4.35,96.75,gangguan
6.85,286.93,7.94,96.25,gangguan
5.56,103.89,3.72,98.99,gangguan
21.41,254.33,11.69,94.72,gangguan
110.47,21.3,0.42,98.56,normal
7.91,238.54,12.38,92.6,gangguan
145.82,51.32,0.85,99.48,normal
109.02,56.08,0.79,99.53,normal
109.52,36.95,0.18,99.18,normal
144.87,55.03,0.24,98.51,normal
120.78,22.9,0.09,99.82,normal
34.48,185.82,2.85,97.01,gangguan
144.06,49.49,0.82,99.31,normal
53.78,26.73,1.09,99.98,normal
106.71,7.48,0.43,99.75,normal
5.29,187.81,3.17,98.53,gangguan
85.97,40.08,0.41,98.53,normal
116.79,34.35,0.74,99.81,normal
26.89,272.78,1.99,98.52,gangguan
97.5,46.09,0.15,99.45,normal
88.77,49.38,1.07,98.58,normal
12.1,172.46,3.82,98.46,gangguan
72.24,35.21,0.37,98.96,normal
3.07,157.3,14.74,92.25,gangguan
63.61,142.23,0.67,97.42,gangguan
92.25,30.29,0.92,98.99,normal
99.2,23.29,0.16,98.52,normal
124.39,56.12,0.6,99.23,normal
81.83,7.77,0.3,99.4,normal
77.34,39.43,0.92,99.85,normal
30.37,32.53,0.13,99.22,normal
123.61,37.7,1.01,98.67,normal
58.42,59.08,0.49,98.71,normal
128.66,34.38,0.3,99.8,normal
40.16,27.63,0.25,98.79,normal
96.82,29.15,0.01,98.64,normal
147.02,42.43,0.33,98.53,normal
69.96,47.52,0.48,99.06,normal
43.92,57.85,0.54,99.07,normal
101.46,8.62,1.11,99.15,normal
52.17,52.66,0.89,98.58,normal
58.17,41.44,0.72,98.55,normal
144.27,18.97,0.13,99.99,normal
143.03,28.54,0.95,99.02,normal
47.84,15.22,0.39,99.32,normal
31.62,154.24,3.75,97.14,gangguan
72.72,6.74,0.34,99.98,normal
48.21,56.99,0.39,98.71,normal
93.62,34.11,1.0,99.91,normal
109.47,19.81,0.7,99.75,normal
20.05,96.03,1.55,98.25,gangguan
112.38,10.13,1.14,99.61,normal
141.7,10.34,0.5,99.7,normal
13.32,126.64,1.57,98.23,gangguan
111.18,58.72,0.2,99.08,normal
51.27,21.92,0.98,99.17,normal
84.68,48.8,0.52,99.68,normal
139.2,48.58,0.26,99.6,normal
57.28,22.13,0.52,99.8,normal
120.44,35.53,0.57,98.97,normal
36.31,34.35,0.82,99.95,normal
10.81,151.39,4.05,97.02,gangguan
84.14,37.73,0.23,99.89,normal
133.49,22.32,0.84,99.22,normal
32.12,37.25,0.99,98.74,normal
49.62,54.5,0.84,99.5,normal
6.86,158.02,4.31,97.56,gangguan
95.75,57.13,0.81,99.61,normal
114.37,55.08,1.0,99.36,normal
80.12,44.98,1.28,98.64,normal
74.41,27.64,0.8,98.77,normal
133.12,47.03,0.91,98.64,normal
114.31,59.36,0.44,99.15,normal
50.89,23.93,0.87,99.33,normal
25.75,256.61,8.58,96.63,gangguan
78.5,25.85,0.6,98.69,normal
129.57,8.33,0.19,98.97,normal
54.12,15.75,0.24,99.38,normal
110.26,18.44,0.77,98.81,normal
8.9,306.14,10.1,96.06,gangguan
57.18,13.32,0.59,98.66,normal
4.31,177.97,10.23,94.9,gangguan
94.86,20.92,0.59,98.79,normal
131.93,32.68,0.55,99.64,normal
100.32,26.99,0.5,99.24,normal
131.04,20.35,0.51,98.84,normal
62.69,264.58,1.78,98.42,gangguan
73.83,27.94,0.36,99.25,normal
92.21,28.83,0.75,99.52,normal
119.0,42.82,0.89,98.69,normal
103.76,29.07,1.0,99.14,normal
45.18,45.32,0.89,98.67,normal
97.51,8.73,0.65,99.21,normal
20.96,351.82,15.73,95.53,gangguan
8.31,161.47,9.13,97.07,gangguan
15.02,104.32,3.92,97.59,gangguan
17.0,225.06,12.9,91.04,gangguan
86.69,11.35,0.93,99.43,normal
30.37,36.94,1.04,98.51,normal
106.87,8.72,0.6,99.44,normal
14.44,96.02,2.9,97.15,gangguan
23.04,225.93,5.41,94.69,gangguan
25.13,124.24,1.26,97.11,gangguan
55.76,35.4,0.7,99.07,normal
24.17,136.09,1.48,97.7,gangguan
17.64,220.37,3.75,97.95,gangguan
57.94,29.09,1.04,98.69,normal
18.79,385.96,17.92,92.75,gangguan
127.56,15.04,0.55,98.64,normal
128.04,22.21,0.37,98.93,normal
58.32,50.11,0.14,98.55,normal
78.94,45.37,0.2,99.61,normal
46.09,27.59,1.04,99.42,normal
104.65,23.55,0.63,99.85,normal
109.67,11.79,1.22,98.5,normal
35.85,53.96,1.1,99.99,normal
76.08,33.97,0.82,99.73,normal
121.07,47.94,0.62,99.42,normal
47.1,8.34,0.12,99.7,normal
36.05,50.87,0.5,98.96,normal
136.13,33.8,0.68,99.31,normal
56.37,59.67,0.79,99.55,normal
139.43,26.25,0.15,99.0,normal
131.63,41.99,0.13,98.68,normal
132.23,14.15,0.98,99.89,normal
109.19,20.42,0.67,98.57,normal
144.18,45.85,0.0,98.65,normal
12.62,172.44,1.89,97.25,gangguan
59.8,20.21,1.23,98.6,normal
83.36,9.67,0.13,99.31,normal
126.98,12.14,0.23,99.31,normal
135.9,61.44,0.41,99.98,normal
85.41,44.04,0.9,98.79,normal
149.09,5.28,0.98,99.63,normal
120.12,50.0,0.07,98.98,normal
20.15,165.14,3.82,97.55,gangguan
68.94,26.6,1.1,98.52,normal
4.95,194.17,4.9,93.97,gangguan
91.94,26.23,0.98,99.01,normal
141.24,4.09,0.62,99.25,normal
132.17,23.51,0.89,98.63,normal
107.65,4.5,0.53,99.43,normal
75.36,39.62,0.56,99.06,normal
28.68,194.98,2.02,98.78,gangguan
105.25,61.37,0,99.59,normal
94.99,51.35,1.05,99.66,normal
85.08,41.82,1.12,99.01,normal
19.22,132.32,1.7,98.26,gangguan
77.05,51.05,0.6,98.53,normal
102.77,4.79,1.0,99.61,normal
49.54,43.75,0.66,98.8,normal
60.14,22.51,0.86,98.65,normal
129.1,26.32,0.33,99.64,normal
30.91,17.98,0.43,98.58,normal
18.24,288.4,7.27,95.87,gangguan
80.7,9.86,0.71,98.97,normal
121.25,59.54,0.86,99.99,normal
67.88,51.78,1.1,98.73,normal
123.81,56.66,0.92,98.64,normal
75.56,19.97,0.66,98.51,normal
95.08,34.15,1.08,99.68,normal
111.36,3.79,0.7,99.8,normal
38.65,28.3,1.09,98.91,normal
137.23,4.21,0.43,99.73,normal
9.93,250.66,11.04,95.46,gangguan
141.93,52.53,0.48,98.64,normal
29.85,210.68,1.96,97.01,gangguan
66.73,50.47,0.71,99.27,normal
121.25,23.5,1.21,98.77,normal
20.72,145.17,3.45,98.11,gangguan
79.8,37.73,1.16,99.97,normal
129.7,8.3,1.08,99.29,normal
142.64,53.39,0.17,99.03,normal
84.77,31.08,0.78,98.52,normal
39.35,11.8,1.02,99.02,normal
96.37,15.67,0.42,99.66,normal
101.46,50.86,0.65,98.55,normal
5.68,341.54,15.69,94.08,gangguan
136.18,46.02,1.09,98.78,normal
139.94,31.1,0.47,99.53,normal
115.23,46.22,0.8,99.45,normal
113.97,27.61,0.07,99.63,normal
26.14,142.92,4.49,97.05,gangguan
61.56,22.91,0.86,99.37,normal
44.28,32.32,0.27,99.83,normal
12.98,195.42,1.56,98.31,gangguan
112.15,25.65,1.21,99.61,normal
13.76,117.83,3.33,98.74,gangguan
84.46,45.05,0.93,98.84,normal
112.33,8.84,0.17,99.75,normal
148.38,29.52,1.06,99.03,normal
5.0,192.83,2.87,97.35,gangguan
100.78,38.03,0.21,99.04,normal
55.02,39.41,0.05,99.63,normal
29.6,296.82,4.21,96.54,gangguan
85.26,30.07,0.68,99.6,normal
75.08,57.52,0.53,99.45,normal
16.7,161.7,9.93,91.64,gangguan
144.23,46.43,0.48,99.27,normal
76.08,178.85,1.19,97.46,gangguan
109.25,11.29,1.16,98.92,normal
78.25,31.43,0.75,98.61,normal
91.38,9.18,0,99.27,normal
101.07,58.77,0.49,99.17,normal
66.21,28.93,0.84,99.43,normal
107.77,48.63,0.53,99.9,normal
38.51,149.34,1.28,98.94,gangguan
91.26,55.22,0.37,99.04,normal
59.83,51.66,0.71,98.7,normal
105.29,6.34,1.16,99.91,normal
54.79,24.87,0.12,99.77,normal
31.06,23.12,1.07,99.6,normal
53.49,34.25,0.92,98.74,normal
67.78,23.9,0.48,99.71,normal
45.09,19.95,0,98.51,normal
130.01,31.58,0.1,98.87,normal
31.37,15.01,0.71,98.84,normal
63.21,16.54,0.67,99.89,normal
14.4,123.78,1.75,98.39,gangguan
38.87,135.79,2.03,97.11,gangguan
39.16,62.42,0.64,98.71,normal
30.7,53.68,0.78,99.38,normal
60.25,41.14,0.76,98.89,normal
138.83,41.22,0.28,98.8,normal
133.11,32.23,0.33,99.55,normal
86.65,13.61,0.32,99.12,normal
125.16,28.17,0.74,99.47,normal
70.36,31.82,1.05,99.41,normal
60.88,11.13,1.06,99.24,normal
60.59,54.57,0.09,98.7,normal
12.93,157.48,1.66,97.52,gangguan
132.7,58.7,0.63,98.99,normal
25.7,196.29,10.18,92.14,gangguan
43.05,286.93,1.05,97.49,gangguan
2.69,196.9,4.71,94.9,gangguan
91.99,33.18,0.28,98.65,normal
147.69,42.28,0.36,100.0,normal
81.05,24.52,0.3,98.72,normal
8.9,351.12,18.52,90.8,gangguan
27.82,222.37,14.96,92.3,gangguan
144.88,32.38,0.31,98.81,normal
46.75,46.83,0.51,99.56,normal
38.88,170.97,1.55,96.4,gangguan
14.17,206.8,3.68,98.82,gangguan
46.68,45.19,0.39,98.73,normal
49.53,56.68,0.6,99.23,normal
91.33,18.34,0.72,99.7,normal
149.8,55.48,1.11,99.97,normal
39.05,48.55,1.0,98.55,normal
109.39,34.64,1.26,99.14,normal
25.73,171.77,1.2,97.9,gangguan
28.25,138.42,3.25,98.75,gangguan
130.97,28.89,0.15,98.88,normal
140.41,37.95,0.77,99.62,normal
97.42,36.28,0.21,99.58,normal
62.91,36.93,0.88,99.13,normal
137.36,43.5,0.36,99.65,normal
54.0,40.58,0.14,99.67,normal
132.12,28.22,0.75,99.01,normal
21.51,290.52,13.55,91.34,gangguan
49.72,58.84,0.43,98.74,normal
136.33,4.64,0.57,98.86,normal
132.81,7.82,1.04,99.67,normal
87.9,19.53,1.05,98.55,normal
139.59,39.61,0.45,99.59,normal
130.23,50.26,0.69,99.96,normal
134.51,60.45,1.0,98.51,normal
140.06,16.5,1.03,99.1,normal
133.12,49.78,0.1,98.57,normal
31.5,23.76,1.22,98.86,normal
139.72,26.14,0.22,99.56,normal
49.13,59.39,0.5,99.64,normal
75.11,33.78,0.7,99.61,normal
101.27,16.02,0,99.79,normal
141.13,11.11,1.2,98.9,normal
134.5,15.55,0.63,99.38,normal
49.83,14.34,0.68,99.59,normal
140.72,56.92,1.0,99.0,normal
94.86,59.46,0,99.06,normal
31.98,87.11,1.67,97.38,gangguan
36.4,147.49,0.09,96.4,gangguan
72.82,34.1,1.06,99.12,normal
106.65,62.41,0.37,98.55,normal
74.17,37.55,1.1,99.85,normal
106.01,27.31,0.05,99.24,normal
127.33,27.51,0.82,99.99,normal
36.95,45.05,0.64,99.76,normal
144.53,11.57,0.6,98.72,normal
34.61,131.14,1.08,98.85,gangguan
24.69,214.76,1.31,98.15,gangguan
48.61,20.81,0.45,99.96,normal
82.91,18.03,0.23,98.63,normal
80.53,15.29,0.2,98.51,normal
52.21,17.17,0.6,99.38,normal
70.28,140.62,1.58,99.07,gangguan
50.7,39.08,0.62,98.81,normal
149.55,24.59,1.15,99.34,normal
83.09,48.43,0.87,98.57,normal
25.12,290.71,19.09,97.73,gangguan
17.14,311.49,12.53,93.98,gangguan
20.58,178.29,3.46,97.43,gangguan
38.9,16.86,1.06,99.67,normal
123.33,3.47,1.06,99.85,normal
121.46,14.78,0.77,99.58,normal
104.96,10.58,0.4,98.73,normal
8.06,306.94,7.01,97.17,gangguan
74.25,23.26,0.66,98.8,normal
142.38,7.95,0.92,99.8,normal
68.91,29.04,1.04,99.82,normal
101.37,10.38,0.88,99.99,normal
149.65,30.5,0.2,99.98,normal
82.83,56.89,0.08,99.52,normal
84.29,26.97,0.18,98.83,normal
78.73,16.4,0.54,99.22,normal
140.51,10.1,0.07,99.94,normal
48.13,23.94,0.61,99.09,normal
22.33,187.83,3.61,97.22,gangguan
126.98,4.99,0.48,99.34,normal
37.31,26.5,0.08,99.53,normal
108.13,40.32,0.51,99.35,normal
57.75,11.8,0.91,98.98,normal
27.65,155.7,2.18,97.8,gangguan
78.28,50.58,0.14,99.77,normal
132.78,35.37,0.16,99.15,normal
91.32,54.2,0.52,99.94,normal
101.38,55.2,1.06,99.26,normal
10.42,133.83,1.3,97.47,gangguan
13.64,165.61,1.17,97.35,gangguan
39.98,41.0,0.14,99.02,normal
122.11,5.49,0.68,98.93,normal
39.47,31.2,0.81,98.91,normal
117.92,49.13,0,99.84,normal
117.17,14.56,1.08,98.9,normal
94.59,25.9,0.36,99.56,normal
103.56,37.46,0.59,98.55,normal
78.39,51.75,0.35,99.82,normal
58.98,11.99,0.82,98.74,normal
114.45,12.19,0.49,98.55,normal
50.96,4.88,0.61,99.86,normal
107.26,4.1,0.39,98.88,normal
37.09,58.35,0.45,98.84,normal
136.76,24.77,0.44,98.6,normal
130.02,17.5,0.01,98.57,normal
20.11,211.15,5.02,91.69,gangguan
99.8,7.52,0.31,98.56,normal
81.93,32.58,0.03,98.66,normal
68.86,33.34,0.36,99.49,normal
59.49,54.67,0.23,99.96,normal
149.64,37.4,0.28,99.56,normal
32.1,186.9,3.74,97.14,gangguan
4.22,304.14,12.97,90.23,gangguan
104.65,6.89,0.07,99.03,normal
6.58,209.58,2.73,97.93,gangguan
40.38,46.45,1.07,99.26,normal
57.55,20.14,0.82,99.62,normal
93.68,39.16,1.1,100.0,normal
73.16,39.42,1.07,99.18,normal
112.0,25.88,1.02,99.69,normal
139.6,4.59,0.21,99.46,normal
28.36,135.03,2.74,97.18,gangguan
100.89,11.01,0.21,99.9,normal
75.52,37.69,0.45,98.76,normal
115.9,42.88,0.34,99.88,normal
140.65,14.21,0.5,98.51,normal
40.58,15.39,1.08,99.89,normal
90.08,21.69,1.12,99.93,normal
112.47,26.2,0.12,98.54,normal
94.96,59.73,0.05,98.75,normal
33.96,4.88,0.33,99.48,normal
98.34,36.91,1.02,99.98,normal
51.92,297.56,1.25,96.9,gangguan
70.46,13.88,0.25,99.25,normal
59.9,6.05,1.09,99.55,normal
17.53,175.35,13.77,93.3,gangguan
90.6,18.01,1.02,98.58,normal
68.35,20.43,0.31,99.49,normal
55.73,58.59,0.89,99.45,normal
108.1,60.27,1.1,99.53,normal
108.64,14.3,1.02,98.67,normal
113.91,46.69,0.81,99.45,normal
82.93,51.21,0.08,98.6,normal
98.29,36.05,0.34,99.74,normal
147.82,50.63,1.01,99.92,normal
41.41,31.26,1.25,99.75,normal
56.88,60.55,0.6,99.88,normal
44.12,9.81,0.07,98.52,normal
121.91,34.17,0.06,99.74,normal
8.27,156.95,4.25,98.06,gangguan
87.89,33.23,0.01,99.37,normal
130.44,50.11,0.02,99.68,normal
79.66,40.45,0.53,98.69,normal
144.61,8.35,0.99,99.75,normal
91.14,13.03,1.02,99.16,normal
69.28,38.72,0.88,99.82,normal
103.73,24.13,0.09,99.16,normal
72.24,4.67,0.33,99.71,normal
