bandwidth,latency,packet_loss,uptime,label
111.74,219.65,2.12,98.62,normal
41.31,197.66,3.73,99.1,normal
134.08,28.58,2.99,97.48,normal
78.69,10.45,0.74,87.31,normal
114.19,186.96,2.13,90.26,gangguan
57.77,182.96,3.15,90.64,gangguan
76.68,158.85,6.77,89.98,gangguan
117.02,53.03,2.02,96.97,normal
112.69,30.31,5.38,89.16,normal
54.27,215.22,4.91,91.81,gangguan
13.89,17.23,7.95,90.27,normal
12.44,208.84,3.07,98.33,normal
27.94,57.31,6.64,92.85,normal
14.11,43.06,5.05,94.68,normal
114.9,178.7,2.2,90.06,normal
90.89,141.37,6.46,85.88,gangguan
78.36,298.21,0.09,96.1,normal
58.35,254.67,2.49,98.05,gangguan
11.25,241.35,2.07,87.67,gangguan
25.54,218.31,5.97,98.97,gangguan
120.27,253.53,1.84,96.32,gangguan
139.0,58.46,1.97,88.93,normal
96.65,249.83,0.84,91.16,normal
122.55,23.76,3.47,94.09,normal
68.19,60.46,6.86,87.23,normal
85.51,257.76,0.74,95.44,gangguan
43.96,171.3,3.73,89.78,gangguan
34.55,122.57,0.36,91.6,normal
124.73,282.45,0.25,92.45,normal
56.49,200.32,1.52,99.36,normal
138.84,106.72,2.27,94.39,normal
65.38,125.7,7.59,93.12,gangguan
124.5,120.55,0.81,88.07,normal
74.08,134.52,3.09,99.52,normal
77.89,150.01,6.3,87.29,gangguan
18.42,45.52,2.7,94.99,normal
58.26,174.43,7.89,96.8,normal
54.19,229.87,4.4,90.84,gangguan
69.34,81.33,2.7,91.81,normal
96.23,101.36,2.96,94.43,normal
19.04,280.66,1.55,93.17,normal
144.59,267.27,7.95,85.41,gangguan
20.93,296.81,2.34,89.25,normal
43.26,213.38,3.2,97.14,normal
74.08,196.09,7.38,91.01,normal
120.0,287.67,5.61,90.7,gangguan
9.91,196.26,4.42,97.76,normal
81.7,179.33,1.85,86.51,gangguan
114.72,163.22,2.08,93.01,gangguan
120.21,285.55,2.47,97.33,normal
113.38,174.96,3.49,87.54,normal
36.54,123.65,1.3,99.95,gangguan
17.43,37.48,1.9,87.33,normal
86.57,41.62,7.39,86.54,gangguan
39.79,179.99,2.76,97.44,gangguan
91.31,64.81,0.73,95.7,normal
62.78,293.97,5.74,91.15,gangguan
81.85,158.71,5.63,90.67,gangguan
108.18,41.71,1.23,95.43,normal
102.22,24.69,0.68,90.8,normal
67.52,191.22,7.84,91.09,normal
105.6,195.65,7.84,94.06,normal
12.18,46.38,0.45,98.46,normal
20.53,105.11,4.96,85.33,normal
15.62,287.76,7.04,90.04,gangguan
40.14,225.16,0.53,94.9,normal
48.96,193.6,4.38,93.01,normal
10.1,166.61,0.12,86.83,normal
128.3,9.99,1.85,88.87,normal
103.72,182.21,3.5,97.16,gangguan
35.32,253.12,5.04,98.43,gangguan
8.15,258.74,0.69,91.55,normal
87.87,41.31,6.41,91.88,normal
45.71,179.6,4.33,94.76,gangguan
74.9,14.1,2.9,98.23,normal
45.74,26.46,7.18,92.42,normal
71.16,42.03,5.25,85.9,gangguan
103.21,112.87,2.42,88.87,normal
20.47,59.83,5.53,88.57,normal
65.1,61.56,5.46,91.85,gangguan
65.67,207.32,5.59,91.98,normal
126.23,213.59,2.22,93.92,normal
121.42,140.23,0.98,90.42,normal
113.64,299.03,4.6,92.23,normal
48.55,153.15,2.07,96.4,normal
81.51,164.83,6.39,95.17,gangguan
8.88,115.21,2.05,98.12,normal
56.48,210.46,3.16,88.08,gangguan
110.14,294.96,7.82,93.65,gangguan
80.95,157.77,4.3,92.65,gangguan
80.64,200.4,0.89,95.93,normal
7.33,13.48,3.67,96.24,normal
5.18,12.51,7.0,96.27,normal
106.78,112.07,4.36,92.07,normal
25.83,297.09,7.71,94.36,gangguan
126.29,65.47,1.75,94.63,normal
90.43,168.18,2.78,97.62,normal
33.2,101.31,1.63,96.26,normal
134.5,297.25,4.82,90.61,normal
52.79,215.88,3.45,93.82,normal
56.51,120.1,3.63,92.31,gangguan
128.41,294.45,3.87,94.48,gangguan
135.74,288.37,2.01,95.01,normal
138.09,149.31,1.19,95.39,gangguan
39.77,161.56,1.01,91.21,gangguan
17.44,30.31,3.26,93.64,gangguan
140.12,186.32,5.11,97.42,normal
128.93,228.86,0.27,92.89,gangguan
55.16,173.69,6.59,91.37,gangguan
20.41,34.81,3.69,87.83,gangguan
125.71,153.04,7.94,88.94,gangguan
28.17,143.53,3.05,95.45,normal
117.65,68.03,7.88,98.01,normal
84.17,183.66,0.61,86.18,normal
18.12,112.94,6.83,95.47,normal
44.19,39.59,6.82,96.15,gangguan
94.09,24.94,1.71,97.33,normal
94.39,210.93,3.53,85.16,gangguan
77.19,103.48,3.31,94.06,normal
41.29,88.69,1.55,88.95,normal
90.56,8.8,7.54,98.61,normal
10.33,165.53,0.61,99.81,normal
84.98,225.55,5.85,96.12,normal
37.3,161.58,0.47,90.75,normal
78.47,211.18,5.86,85.0,normal
20.75,97.79,2.75,96.58,normal
44.26,29.77,6.38,86.75,normal
21.66,52.51,6.04,92.42,normal
80.03,274.55,3.98,94.02,normal
120.7,110.14,0.43,99.31,normal
100.93,37.74,1.78,92.01,normal
104.45,253.81,2.93,92.19,normal
13.23,73.07,4.06,98.41,normal
77.49,190.96,5.87,98.61,normal
29.26,105.57,3.14,86.44,gangguan
133.88,86.51,5.06,95.31,normal
143.11,56.95,5.02,96.05,gangguan
32.58,189.92,6.03,98.14,normal
112.14,258.35,0.51,99.26,normal
106.39,16.94,1.22,88.44,normal
119.19,233.13,4.17,89.4,normal
40.31,269.39,3.93,97.03,normal
29.36,102.23,7.81,95.31,normal
99.8,186.55,4.41,85.15,gangguan
58.98,217.82,7.71,87.45,normal
106.1,108.31,3.49,89.21,normal
106.93,84.27,3.31,85.98,gangguan
46.14,54.02,5.57,95.15,normal
85.0,189.1,2.82,87.4,gangguan
115.28,202.56,1.12,96.98,normal
22.97,57.79,5.56,87.36,gangguan
90.08,144.15,2.02,99.07,normal
114.1,218.01,7.65,98.52,normal
40.66,239.09,1.12,98.03,normal
78.28,64.61,6.9,95.13,normal
89.9,220.37,3.51,95.85,normal
52.65,224.55,7.35,93.96,gangguan
104.75,178.0,2.11,99.1,normal
30.26,8.77,4.36,92.18,gangguan
77.81,133.92,2.79,87.42,normal
116.19,202.06,6.22,89.78,normal
18.88,282.5,3.84,91.31,gangguan
86.41,26.12,5.98,87.14,gangguan
37.54,221.16,1.19,97.38,normal
63.87,47.85,6.09,92.5,normal
96.31,113.73,1.47,94.44,normal
94.18,248.17,3.56,88.74,normal
148.36,287.48,3.25,87.14,gangguan
73.95,122.7,0.32,94.99,normal
47.72,173.76,5.95,91.5,normal
128.43,90.72,5.24,92.54,gangguan
14.2,265.04,2.63,96.0,gangguan
126.45,229.7,5.61,88.52,gangguan
77.37,147.9,4.63,91.33,normal
10.92,72.88,0.4,90.26,normal
93.03,145.42,0.04,86.76,normal
9.86,179.09,7.34,88.6,normal
87.3,231.38,2.31,94.04,normal
128.08,98.17,5.4,90.3,normal
139.83,150.58,6.87,87.74,gangguan
120.1,76.18,3.31,95.32,gangguan
83.38,61.78,3.36,91.36,normal
57.57,189.69,2.35,85.62,normal
66.66,202.93,0.43,90.03,normal
146.35,261.32,6.35,88.44,gangguan
141.02,292.18,2.28,92.89,normal
46.04,35.61,5.95,99.45,normal
123.71,185.07,6.27,99.42,normal
98.0,256.04,3.82,94.93,gangguan
11.82,205.47,6.61,86.6,gangguan
55.62,70.74,3.38,91.16,gangguan
113.25,51.4,3.1,86.17,normal
139.73,242.12,2.68,95.84,normal
52.91,92.11,0.61,90.8,normal
24.21,251.9,7.03,88.48,normal
113.99,261.53,2.41,96.72,normal
100.64,242.43,2.35,97.92,normal
116.23,285.96,3.41,85.99,normal
8.92,137.23,2.25,88.85,normal
122.83,82.75,4.01,88.43,normal
64.76,86.37,6.34,99.37,normal
82.37,196.51,6.88,86.54,normal
82.04,254.11,1.54,93.02,normal
10.74,241.84,7.84,89.95,gangguan
87.25,22.01,4.52,95.83,normal
34.94,93.56,6.18,98.62,normal
90.15,288.63,6.0,87.93,normal
137.65,223.05,2.28,99.17,gangguan
138.75,123.33,6.85,98.46,normal
56.81,294.46,5.53,97.55,normal
17.58,257.72,5.14,87.39,normal
78.41,170.21,5.58,96.13,normal
68.91,173.39,4.68,87.83,gangguan
32.27,27.86,5.28,92.38,gangguan
84.88,253.77,4.53,96.98,gangguan
132.04,11.05,2.96,90.46,gangguan
34.6,10.86,3.18,90.63,normal
15.02,295.76,5.91,93.7,normal
127.72,290.25,1.71,87.82,normal
80.7,257.36,2.6,97.09,normal
5.37,136.36,2.99,86.92,gangguan
57.86,99.92,5.01,88.64,gangguan
148.02,285.51,3.22,87.38,gangguan
92.07,97.15,5.6,91.56,normal
126.14,255.49,7.54,86.26,normal
85.68,62.49,3.74,98.99,normal
28.58,37.48,3.36,92.16,normal
106.76,147.0,6.92,85.9,normal
16.85,124.89,7.89,98.89,normal
46.3,45.28,0.86,85.83,normal
62.69,57.23,3.76,96.05,normal
147.41,169.38,3.15,94.34,normal
32.22,113.48,3.03,90.89,normal
143.44,209.15,3.57,91.51,normal
11.52,103.59,5.41,88.25,gangguan
26.08,225.28,3.81,98.28,normal
92.35,182.86,3.66,87.25,normal
36.61,86.68,4.61,91.73,normal
105.59,293.14,7.39,85.58,normal
108.77,122.17,2.8,88.3,normal
98.12,166.62,7.23,90.78,normal
6.07,95.69,1.88,99.96,normal
53.84,31.31,6.99,97.57,normal
76.99,269.07,0.82,94.78,normal
126.3,56.84,3.44,85.01,normal
89.96,155.35,7.23,97.97,normal
60.58,161.05,5.06,90.19,gangguan
36.01,144.41,3.37,86.15,gangguan
92.14,211.39,6.67,98.17,gangguan
101.93,85.83,0.49,85.79,normal
96.58,206.61,5.41,94.25,normal
16.29,276.45,0.1,95.21,normal
49.52,134.76,1.59,93.7,normal
93.2,254.5,5.81,95.42,normal
45.29,177.04,0.6,90.05,normal
104.75,42.29,1.62,92.94,normal
94.08,118.49,7.44,87.36,gangguan
62.66,131.38,0.53,87.86,normal
121.18,223.52,6.67,92.91,gangguan
31.97,238.54,6.17,85.67,gangguan
15.81,200.94,2.16,89.9,normal
141.6,78.66,7.77,87.55,normal
45.84,59.85,0.82,91.47,normal
13.51,176.56,0.22,87.48,normal
14.16,51.8,0.01,96.89,normal
26.45,199.59,0.63,85.15,normal
81.66,255.69,3.91,89.66,normal
72.06,147.44,5.53,99.72,normal
140.12,189.17,4.74,92.65,gangguan
72.98,224.97,7.73,97.31,normal
102.3,247.91,6.71,96.74,normal
14.2,6.77,5.03,86.7,normal
131.92,87.84,6.84,96.59,normal
117.42,284.15,5.84,95.97,gangguan
77.93,209.42,0.81,96.61,normal
61.5,185.81,0.08,87.24,normal
81.46,239.77,4.39,99.59,normal
104.41,289.39,4.08,99.52,normal
72.56,177.71,0.89,92.95,normal
132.92,192.95,4.68,93.07,normal
94.22,37.22,3.51,94.52,normal
113.77,143.17,1.2,96.22,normal
128.94,87.54,6.65,99.93,normal
84.0,149.15,0.67,98.72,normal
23.74,201.83,7.36,85.53,normal
16.81,23.24,2.16,96.79,normal
54.97,77.17,4.07,93.47,normal
79.25,256.69,5.05,91.72,normal
61.6,206.62,0.44,91.71,normal
87.52,253.39,6.02,92.34,normal
17.59,84.1,5.87,99.08,gangguan
42.71,219.03,2.04,85.8,normal
58.38,196.8,5.19,95.54,normal
105.14,265.27,2.06,88.19,gangguan
97.89,89.02,4.63,93.73,normal
71.28,227.78,4.04,86.83,normal
108.5,191.39,7.45,94.28,normal
105.38,197.56,2.05,85.51,normal
77.78,269.54,3.4,86.19,normal
40.29,79.46,3.57,91.51,normal
136.27,149.95,1.14,85.65,gangguan
24.3,11.1,3.9,87.53,normal
5.7,24.81,6.17,91.95,gangguan
65.74,171.15,6.32,88.87,gangguan
116.41,187.07,2.2,85.75,normal
18.35,39.64,1.69,89.09,normal
49.79,57.94,5.43,99.24,normal
126.61,242.16,2.4,90.05,gangguan
65.87,67.41,3.97,89.08,normal
22.26,133.06,5.13,98.07,normal
11.39,216.01,0.26,96.35,normal
16.99,205.52,0.6,98.45,normal
116.93,86.33,2.51,89.92,gangguan
142.52,119.25,2.17,86.0,normal
56.96,196.62,5.46,93.82,normal
68.29,23.15,7.85,93.12,normal
71.42,240.65,5.23,97.46,gangguan
138.4,148.37,1.32,96.99,normal
141.44,49.93,0.85,86.38,normal
96.65,161.2,7.36,85.83,normal
10.65,140.01,2.56,91.08,gangguan
51.49,125.87,3.95,89.51,normal
63.51,44.84,6.16,93.73,gangguan
53.67,250.75,4.68,99.0,normal
136.88,289.74,3.37,86.59,normal
115.35,254.68,6.98,90.23,normal
118.78,288.5,0.09,88.36,normal
84.71,17.05,0.36,90.74,normal
77.86,160.37,3.68,94.47,normal
77.03,85.1,2.71,92.31,normal
136.4,263.05,7.46,93.65,gangguan
61.87,181.49,7.78,96.93,normal
122.36,39.72,6.43,96.96,normal
74.94,236.95,4.18,85.19,gangguan
134.03,89.07,3.19,94.19,gangguan
83.11,203.27,1.63,89.16,gangguan
69.27,90.92,4.53,94.17,normal
92.07,37.58,0.96,98.11,normal
41.79,123.76,3.77,85.8,normal
146.4,155.87,2.33,85.9,normal
116.0,28.31,5.06,89.59,normal
145.53,204.13,6.8,97.76,gangguan
73.1,222.87,5.95,93.43,normal
112.25,18.03,4.55,99.54,normal
63.23,125.63,7.39,89.67,gangguan
84.75,10.44,0.71,99.97,normal
38.76,127.85,4.93,99.26,normal
50.83,201.01,1.15,98.91,normal
44.38,252.29,3.83,87.81,normal
79.24,263.28,2.47,97.21,gangguan
120.64,209.33,7.11,87.48,gangguan
118.81,39.16,7.09,99.04,normal
76.47,109.68,0.58,96.98,normal
104.01,235.25,6.16,95.69,normal
136.4,142.64,3.45,93.3,normal
57.37,41.37,0.42,99.79,normal
85.42,21.34,2.85,95.05,normal
57.07,24.69,6.7,87.32,normal
25.19,252.1,7.3,99.38,normal
36.6,29.58,6.9,92.74,gangguan
97.62,89.31,6.49,85.98,normal
57.4,120.33,0.64,85.06,normal
66.31,293.66,3.64,93.96,normal
122.77,105.41,7.71,86.06,normal
8.95,267.11,6.18,94.98,gangguan
29.6,122.63,4.46,98.03,normal
131.16,157.42,3.04,96.25,normal
39.18,123.64,7.63,95.55,normal
80.49,222.27,1.92,86.44,normal
98.13,195.48,3.87,99.42,normal
35.15,244.68,5.1,87.27,normal
141.25,11.92,5.36,86.07,normal
67.77,173.02,5.09,86.38,gangguan
43.25,132.73,2.05,86.23,normal
74.07,127.72,6.03,88.21,normal
115.37,174.05,6.4,88.29,gangguan
11.51,7.88,3.31,86.25,normal
23.08,214.23,0.52,92.22,normal
66.38,185.91,3.51,85.23,gangguan
13.44,268.55,4.31,86.77,gangguan
144.91,78.49,2.46,91.79,normal
40.61,23.27,0.53,99.43,normal
115.08,94.08,3.08,95.22,normal
88.35,63.31,3.95,85.64,normal
96.14,113.58,5.68,98.91,normal
29.1,189.96,0.55,86.45,normal
123.8,272.24,6.94,95.11,normal
118.31,21.67,0.96,91.77,normal
107.48,44.78,0.87,97.5,normal
145.83,166.33,0.26,91.5,normal
141.2,123.84,6.25,96.19,normal
90.07,216.33,0.22,92.58,normal
65.37,49.22,7.19,87.21,normal
96.33,18.13,6.37,92.64,normal
43.71,98.12,6.06,95.6,gangguan
54.45,29.13,2.06,87.28,normal
95.89,85.03,0.81,95.22,normal
72.27,76.78,3.67,94.5,normal
8.04,227.12,0.81,87.5,normal
93.38,195.1,3.83,96.29,normal
65.19,76.42,0.32,92.77,normal
33.57,53.14,1.49,95.19,normal
100.22,220.36,3.52,85.68,normal
120.36,49.3,2.48,87.69,normal
73.21,94.77,7.55,99.45,gangguan
63.45,234.96,6.15,93.92,normal
96.89,44.69,7.93,94.53,gangguan
115.32,203.63,4.0,93.59,normal
145.28,141.82,3.27,91.25,normal
11.78,144.02,3.17,91.69,normal
129.29,53.09,1.27,86.15,normal
67.64,270.75,7.21,95.69,normal
109.25,289.66,4.44,95.57,gangguan
18.79,14.38,7.8,99.15,normal
13.13,262.5,5.29,88.83,normal
123.1,19.32,5.89,95.15,normal
58.01,274.25,5.7,92.85,normal
49.32,104.39,2.69,92.94,normal
5.17,243.84,5.68,99.94,gangguan
124.55,147.25,0.8,90.95,normal
31.43,165.55,4.38,89.74,normal
135.85,235.15,7.41,98.32,gangguan
103.38,166.52,3.39,85.12,gangguan
104.6,150.73,0.39,88.77,normal
25.53,218.19,5.83,87.4,gangguan
49.41,111.11,7.78,95.58,gangguan
141.75,228.94,0.69,98.34,normal
11.89,269.58,0.7,97.44,gangguan
69.96,293.5,5.9,88.04,gangguan
131.98,262.41,7.15,85.17,normal
68.13,80.3,3.02,90.34,normal
89.37,38.92,7.1,91.01,normal
69.03,181.32,6.48,91.49,normal
7.39,263.63,4.54,97.45,normal
66.26,209.82,5.72,98.12,gangguan
61.56,89.9,1.61,90.99,gangguan
34.04,291.86,2.35,97.54,gangguan
71.39,154.9,2.58,96.38,normal
101.9,94.52,6.63,92.1,normal
8.13,143.12,6.14,85.16,gangguan
143.82,31.82,3.08,85.68,normal
60.93,61.46,6.73,94.61,normal
64.58,254.11,2.57,93.96,gangguan
143.1,257.21,0.17,92.83,normal
72.16,97.3,1.35,89.42,gangguan
88.47,10.96,4.47,88.51,normal
95.18,203.41,2.07,88.59,normal
10.83,160.22,6.49,94.14,gangguan
95.02,216.34,0.12,89.69,gangguan
108.21,268.03,4.59,92.62,normal
25.17,270.32,2.24,85.61,gangguan
76.86,159.74,1.74,87.17,normal
145.19,279.16,5.43,96.52,normal
123.46,121.95,0.27,96.43,normal
134.71,202.35,1.04,96.84,gangguan
35.62,224.32,5.93,88.19,gangguan
36.55,40.55,0.32,90.1,gangguan
40.23,88.44,4.62,86.29,gangguan
148.76,181.45,1.63,97.71,normal
35.56,136.7,2.53,93.57,normal
68.25,58.82,2.09,85.79,normal
141.95,196.74,1.68,86.14,normal
26.09,233.3,0.66,94.71,gangguan
48.37,147.96,7.45,94.42,gangguan
75.04,160.6,3.06,94.19,normal
79.09,99.56,6.66,94.76,normal
133.35,193.99,6.26,96.84,normal
91.75,219.67,4.17,92.86,normal
94.42,240.02,0.37,95.25,normal
28.64,197.14,4.39,96.76,normal
15.54,50.66,7.7,90.07,gangguan
78.31,29.43,6.82,94.0,normal
20.2,127.57,6.94,94.85,gangguan
109.85,184.18,5.92,89.59,normal
30.23,209.96,1.77,89.15,normal
63.92,161.04,5.02,97.65,normal
91.8,186.91,4.44,87.36,gangguan
137.45,8.79,7.06,86.79,normal
57.56,227.72,4.82,85.06,normal
98.94,56.78,4.46,85.56,normal
143.68,264.25,2.25,95.04,normal
103.77,99.17,3.0,92.22,normal
119.36,129.37,5.0,92.74,normal
117.89,10.12,5.31,95.29,gangguan
143.57,25.85,2.15,89.78,gangguan
65.49,131.59,1.24,90.48,normal
35.04,194.33,0.17,85.27,normal
121.7,143.76,0.73,91.0,normal
67.89,236.89,3.6,94.18,normal
140.81,194.43,7.1,91.09,normal
93.91,36.61,0.67,92.94,normal
122.13,120.99,5.53,90.38,normal
139.02,123.99,0.36,93.0,normal
117.75,104.45,1.92,99.19,normal
122.27,262.99,6.8,86.14,gangguan
124.73,247.04,7.07,87.45,gangguan
105.53,68.93,7.24,95.54,normal
57.43,66.01,6.5,92.15,gangguan
42.12,275.75,7.14,95.78,normal
91.43,193.71,1.08,97.23,normal
94.22,216.43,4.64,98.96,normal
92.34,80.87,2.17,85.19,gangguan
88.93,57.17,5.25,98.16,normal
9.76,181.29,2.23,86.72,normal
25.37,242.57,5.1,98.16,normal
120.82,215.8,2.1,91.63,normal
69.49,123.29,1.19,87.6,gangguan
39.32,112.47,2.48,86.28,gangguan
84.02,182.52,6.42,87.34,gangguan
21.81,267.07,3.19,99.5,normal
5.2,84.22,5.26,91.03,gangguan
65.7,261.96,3.23,93.21,normal
68.2,79.48,6.28,99.08,normal
7.81,27.88,6.68,95.99,normal
42.72,246.24,6.17,99.66,normal
131.03,64.74,3.16,93.29,gangguan
21.65,49.75,2.93,87.68,normal
60.19,92.61,0.52,93.25,normal
31.92,257.95,1.55,86.59,gangguan
86.43,42.76,5.32,93.54,normal
20.99,284.36,4.05,93.36,gangguan
52.14,202.56,4.59,98.82,normal
37.73,111.54,4.97,95.62,normal
108.57,292.38,1.94,97.91,normal
86.6,135.83,7.39,96.35,normal
77.23,37.69,7.94,96.35,normal
90.74,130.3,6.52,92.68,gangguan
88.68,102.75,5.69,98.67,normal
10.17,233.07,6.01,89.16,gangguan
67.13,23.11,4.69,86.13,normal
49.22,240.44,4.89,92.85,gangguan
100.0,94.07,6.48,89.25,normal
145.74,50.64,4.98,87.27,normal
79.41,235.15,6.03,90.35,normal
94.14,213.81,7.85,86.31,gangguan
32.23,43.07,7.28,96.04,normal
37.83,299.07,2.09,88.26,gangguan
118.3,141.64,7.04,90.19,gangguan
124.87,13.99,0.07,93.14,normal
106.65,261.91,0.23,93.21,normal
54.31,185.32,7.06,89.05,gangguan
61.94,183.38,0.62,97.7,normal
146.85,149.94,1.92,98.98,normal
28.6,156.82,5.44,87.89,gangguan
149.05,46.09,2.36,94.71,normal
41.1,16.72,0.36,89.08,normal
68.57,199.55,1.7,97.01,normal
49.86,252.87,2.29,99.0,normal
58.5,157.27,3.72,88.5,normal
88.49,107.15,0.11,93.21,normal
148.19,265.68,1.85,95.97,normal
58.84,180.44,0.39,93.86,normal
117.03,18.07,4.94,96.12,normal
68.95,172.52,3.56,95.15,normal
22.69,224.37,0.77,85.93,normal
64.01,7.5,4.15,98.3,normal
60.74,188.33,7.81,88.98,gangguan
113.41,181.54,0.83,86.5,normal
16.72,132.97,0.39,85.54,normal
49.42,37.56,6.55,95.71,normal
60.97,246.58,1.96,86.66,normal
136.33,295.11,6.35,95.49,normal
62.43,283.08,7.78,96.33,normal
95.67,229.96,6.62,90.08,gangguan
48.7,221.9,0.61,85.85,normal
68.61,176.02,0.22,85.22,normal
77.52,60.35,5.54,98.06,normal
95.28,121.62,3.06,94.41,normal
44.68,273.58,0.7,90.89,normal
12.11,90.65,7.71,88.12,gangguan
89.64,226.76,2.85,89.81,normal
86.26,235.5,4.14,86.56,normal
97.8,279.07,6.92,98.71,gangguan
142.7,66.29,6.33,91.36,normal
96.52,18.7,6.12,93.33,normal
65.43,47.56,3.02,94.32,normal
32.65,56.14,0.57,98.78,gangguan
81.71,167.37,3.51,93.13,normal
50.05,79.71,2.97,91.14,normal
109.13,36.39,6.83,85.25,normal
106.51,31.92,3.29,98.87,normal
16.7,24.34,4.7,89.11,normal
101.56,156.64,0.92,89.52,normal
86.18,225.84,7.77,93.93,normal
105.1,78.9,3.93,93.79,normal
95.73,104.32,6.44,85.25,normal
83.98,220.91,5.88,99.1,gangguan
110.81,83.65,4.72,96.94,normal
91.01,191.13,5.03,94.38,gangguan
73.4,12.71,3.62,92.9,normal
34.64,235.92,4.92,99.91,normal
105.77,173.79,3.59,93.18,gangguan
147.52,214.85,3.07,94.33,normal
103.21,148.89,2.45,86.24,normal
83.07,41.88,5.32,96.09,normal
68.77,266.77,2.42,92.06,gangguan
34.81,143.3,6.06,97.39,gangguan
100.59,242.1,1.49,95.3,normal
65.01,32.78,4.65,88.94,gangguan
130.06,214.3,7.24,93.41,normal
126.53,45.81,6.95,90.25,normal
46.06,198.05,0.17,89.07,gangguan
10.11,289.09,0.25,99.41,normal
81.23,164.41,6.65,92.24,gangguan
23.01,213.95,5.43,95.95,normal
78.67,29.36,7.87,91.26,normal
97.89,97.38,7.1,94.36,normal
32.03,122.83,6.49,88.15,normal
37.87,126.55,4.01,95.37,normal
17.69,190.47,7.06,93.55,gangguan
10.04,259.13,0.45,95.59,normal
26.47,80.02,3.96,96.8,normal
19.96,188.23,7.98,92.81,normal
52.34,53.54,3.78,94.82,normal
10.83,242.37,0.29,88.4,normal
61.55,39.41,4.14,89.69,normal
95.75,177.35,4.73,89.11,normal
130.25,137.58,6.1,86.68,gangguan
95.69,203.34,3.13,85.87,gangguan
72.01,237.54,0.09,85.46,gangguan
35.24,177.22,0.51,99.23,normal
53.98,101.17,0.49,85.92,normal
7.7,258.58,2.16,85.93,gangguan
143.79,46.93,0.31,90.28,normal
72.44,298.73,6.08,90.45,normal
14.0,109.08,5.44,94.8,normal
54.3,291.44,6.33,86.06,normal
106.89,154.77,4.96,86.08,normal
29.06,271.32,5.14,90.17,gangguan
44.65,42.4,4.09,90.15,gangguan
60.39,220.23,6.58,98.0,gangguan
87.73,95.7,6.95,97.02,normal
117.66,81.27,4.27,95.43,normal
119.6,40.79,1.76,97.29,normal
98.43,126.81,3.99,97.54,normal
72.79,165.92,1.64,96.34,normal
37.59,89.01,5.1,94.84,gangguan
64.23,128.47,4.93,92.89,normal
58.88,172.87,7.25,89.98,normal
33.57,122.55,2.4,93.55,gangguan
18.49,169.96,3.32,90.03,normal
119.63,277.07,2.26,98.31,gangguan
53.21,94.94,4.79,94.09,normal
42.12,233.62,1.38,99.86,gangguan
107.11,79.82,0.4,94.64,normal
69.25,172.93,6.57,87.64,normal
92.3,235.1,3.38,99.35,normal
143.47,197.06,4.64,94.55,gangguan
69.73,221.3,4.15,92.23,gangguan
111.73,161.13,2.04,85.24,normal
106.4,293.19,0.63,98.01,normal
14.58,177.34,6.1,92.1,normal
24.4,127.96,7.02,95.49,normal
116.24,226.03,7.26,89.08,normal
56.95,75.8,7.43,85.08,normal
41.15,93.39,5.72,90.65,normal
61.03,295.81,2.14,99.8,normal
121.35,216.94,3.04,94.72,normal
44.8,223.86,3.39,92.38,normal
54.33,254.04,2.87,87.55,gangguan
107.71,229.78,1.96,88.2,gangguan
70.52,139.91,3.51,93.15,normal
120.67,43.31,2.14,85.32,normal
25.47,49.07,4.67,96.61,normal
62.87,162.32,7.2,98.15,gangguan
108.24,70.26,5.46,89.41,gangguan
52.45,150.02,0.66,92.66,normal
20.15,157.49,6.89,94.22,normal
52.67,279.48,4.7,95.53,gangguan
141.95,119.77,4.69,92.61,gangguan
14.59,15.52,2.72,99.66,normal
117.82,64.56,3.73,87.74,normal
148.81,209.68,0.42,98.26,normal
51.27,196.12,5.99,86.05,gangguan
49.48,40.99,5.26,89.28,gangguan
61.42,267.54,1.61,90.35,normal
142.18,254.39,5.09,87.62,normal
69.9,223.4,5.33,87.37,normal
103.22,134.1,6.34,88.22,normal
92.87,286.24,2.84,98.38,normal
147.24,113.42,6.46,98.46,normal
52.45,181.77,2.35,90.04,normal
51.74,53.75,7.46,88.09,normal
7.9,31.12,7.85,86.98,normal
55.97,50.95,5.27,88.61,normal
25.48,247.58,3.05,98.1,normal
10.44,144.96,4.75,95.02,normal
31.31,186.36,1.59,99.09,normal
101.06,23.03,6.27,99.84,normal
120.66,11.53,7.89,99.0,gangguan
109.04,185.46,4.71,88.51,gangguan
133.53,43.92,5.18,97.97,normal
77.09,118.79,0.48,86.15,normal
55.73,249.19,6.32,92.71,normal
135.37,241.89,7.41,94.13,gangguan
132.16,169.69,5.31,86.32,gangguan
62.37,137.9,1.1,96.16,gangguan
122.94,202.42,1.06,93.32,normal
86.86,134.29,7.3,85.73,gangguan
134.44,28.04,1.55,91.0,normal
13.75,105.31,6.47,98.01,gangguan
49.0,237.2,2.22,87.33,normal
147.18,292.43,6.32,89.5,gangguan
85.25,171.36,0.83,89.74,normal
56.69,260.07,6.52,96.14,normal
14.72,147.85,1.23,95.87,normal
115.49,5.79,3.03,88.88,normal
26.56,111.41,7.22,88.3,normal
6.09,273.67,3.95,95.39,normal
76.34,249.58,6.26,91.25,gangguan
56.55,39.47,0.04,92.18,gangguan
146.88,221.46,2.87,87.85,gangguan
109.39,84.51,4.04,89.99,normal
31.16,90.77,2.38,86.46,normal
